6196 lines: XP SURF flux @ 416 MeV; SURFIIIFluxcalcforPlot.vi 3/31/2015 7:59:33 PM; Source distance = 17.8118 m; area = 5000.0 um diameter
5 columns: BeamEnergy (MeV); Wavelength (nm); Flux (ph/sec-nm-mA); Ratio; Mesh
416	0.10	1.32930E-14	0.995308	60
416	0.12	4.86546E-10	0.995073	60
416	0.14	8.44673E-7	0.994899	60
416	0.16	2.19402E-4	0.994766	60
416	0.18	1.61225E-2	0.994662	60
416	0.20	4.90837E-1	0.994578	60
416	0.22	7.88818E+0	0.994511	60
416	0.24	7.86245E+1	0.994456	60
416	0.26	5.43315E+2	0.994410	60
416	0.28	2.81798E+3	0.994372	60
416	0.30	1.16266E+4	0.994341	60
416	0.32	3.98548E+4	0.994314	60
416	0.34	1.17337E+5	0.994291	60
416	0.36	3.04443E+5	0.994272	60
416	0.38	7.10403E+5	0.994256	60
416	0.40	1.51519E+6	0.994243	60
416	0.42	2.99282E+6	0.994232	60
416	0.44	5.53329E+6	0.994222	60
416	0.46	9.66054E+6	0.994215	60
416	0.48	1.60441E+7	0.994209	60
416	0.50	2.55032E+7	0.994204	60
416	0.52	3.90023E+7	0.994200	60
416	0.54	5.76386E+7	0.994197	60
416	0.56	8.26235E+7	0.994195	60
416	0.58	1.15257E+8	0.994194	60
416	0.60	1.56901E+8	0.994193	60
416	0.62	2.08946E+8	0.994193	60
416	0.64	2.72784E+8	0.994194	60
416	0.66	3.49774E+8	0.994195	60
416	0.68	4.41220E+8	0.994197	60
416	0.70	5.48345E+8	0.994199	60
416	0.72	6.72265E+8	0.994202	60
416	0.74	8.13980E+8	0.994205	60
416	0.76	9.74357E+8	0.994208	60
416	0.78	1.15412E+9	0.994211	60
416	0.80	1.35385E+9	0.994215	60
416	0.82	1.57398E+9	0.994219	60
416	0.84	1.81478E+9	0.994223	60
416	0.86	2.07640E+9	0.994228	60
416	0.88	2.35884E+9	0.994232	60
416	0.90	2.66196E+9	0.994237	60
416	0.92	2.98552E+9	0.994242	60
416	0.94	3.32913E+9	0.994247	60
416	0.96	3.69234E+9	0.994252	60
416	0.98	4.07459E+9	0.994258	60
416	1.00	4.47521E+9	0.994263	60
416	1.02	4.89351E+9	0.994269	60
416	1.04	5.32870E+9	0.994274	60
416	1.06	5.77995E+9	0.994280	60
416	1.08	6.24639E+9	0.994286	60
416	1.10	6.72711E+9	0.994292	60
416	1.12	7.22120E+9	0.994298	60
416	1.14	7.72770E+9	0.994304	60
416	1.16	8.24565E+9	0.994310	60
416	1.18	8.77411E+9	0.994316	60
416	1.20	9.31210E+9	0.994322	60
416	1.22	9.85869E+9	0.994328	60
416	1.24	1.04129E+10	0.994335	60
416	1.26	1.09739E+10	0.994341	60
416	1.28	1.15407E+10	0.994347	60
416	1.30	1.21124E+10	0.994354	60
416	1.32	1.26883E+10	0.994360	60
416	1.34	1.32674E+10	0.994366	60
416	1.36	1.38490E+10	0.994373	60
416	1.38	1.44322E+10	0.994379	60
416	1.40	1.50164E+10	0.994386	60
416	1.42	1.56009E+10	0.994392	60
416	1.44	1.61849E+10	0.994399	60
416	1.46	1.67679E+10	0.994405	60
416	1.48	1.73491E+10	0.994412	60
416	1.50	1.79281E+10	0.994418	60
416	1.52	1.85043E+10	0.994425	60
416	1.54	1.90772E+10	0.994431	60
416	1.56	1.96462E+10	0.994438	60
416	1.58	2.02110E+10	0.994444	60
416	1.60	2.07711E+10	0.994451	60
416	1.62	2.13261E+10	0.994457	60
416	1.64	2.18757E+10	0.994464	60
416	1.66	2.24194E+10	0.994470	60
416	1.68	2.29571E+10	0.994477	60
416	1.70	2.34883E+10	0.994484	60
416	1.72	2.40129E+10	0.994490	60
416	1.74	2.45306E+10	0.994497	60
416	1.76	2.50411E+10	0.994503	60
416	1.78	2.55443E+10	0.994510	60
416	1.80	2.60400E+10	0.994516	60
416	1.82	2.65280E+10	0.994523	60
416	1.84	2.70082E+10	0.994529	60
416	1.86	2.74804E+10	0.994536	60
