2363 lines: X123 SURF flux @ 408 MeV
6 columns: BeamEnergy (MeV)	PhotonEnergy (keV)	Wavelength (nm)	Flux (ph/sec-0.15 keV-mA)	Ratio	Mesh
408	12.050	0.102891	1.35899E-20	0.999972	60
408	12.045	0.102934	1.39727E-20	0.999972	60
408	12.040	0.102977	1.43664E-20	0.999972	60
408	12.035	0.103020	1.47711E-20	0.999972	60
408	12.030	0.103063	1.51873E-20	0.999972	60
408	12.025	0.103105	1.56151E-20	0.999972	60
408	12.020	0.103148	1.60551E-20	0.999972	60
408	12.015	0.103191	1.65074E-20	0.999972	60
408	12.010	0.103234	1.69724E-20	0.999972	60
408	12.005	0.103277	1.74506E-20	0.999972	60
408	12.000	0.103320	1.79422E-20	0.999972	60
408	11.995	0.103363	1.84477E-20	0.999972	60
408	11.990	0.103406	1.89674E-20	0.999972	60
408	11.985	0.103449	1.95018E-20	0.999972	60
408	11.980	0.103493	2.00512E-20	0.999972	60
408	11.975	0.103536	2.06161E-20	0.999972	60
408	11.970	0.103579	2.11969E-20	0.999972	60
408	11.965	0.103622	2.17941E-20	0.999972	60
408	11.960	0.103666	2.24081E-20	0.999972	60
408	11.955	0.103709	2.30394E-20	0.999972	60
408	11.950	0.103752	2.36885E-20	0.999972	60
408	11.945	0.103796	2.43559E-20	0.999972	60
408	11.940	0.103839	2.50421E-20	0.999972	60
408	11.935	0.103883	2.57476E-20	0.999972	60
408	11.930	0.103926	2.64730E-20	0.999972	60
408	11.925	0.103970	2.72188E-20	0.999972	60
408	11.920	0.104014	2.79856E-20	0.999972	60
408	11.915	0.104057	2.87740E-20	0.999972	60
408	11.910	0.104101	2.95847E-20	0.999972	60
408	11.905	0.104145	3.04182E-20	0.999972	60
408	11.900	0.104188	3.12751E-20	0.999972	60
408	11.895	0.104232	3.21563E-20	0.999972	60
408	11.890	0.104276	3.30622E-20	0.999972	60
408	11.885	0.104320	3.39936E-20	0.999972	60
408	11.880	0.104364	3.49513E-20	0.999972	60
408	11.875	0.104408	3.59360E-20	0.999972	60
408	11.870	0.104452	3.69484E-20	0.999972	60
408	11.865	0.104496	3.79894E-20	0.999972	60
408	11.860	0.104540	3.90597E-20	0.999972	60
408	11.855	0.104584	4.01601E-20	0.999972	60
408	11.850	0.104628	4.12915E-20	0.999972	60
408	11.845	0.104672	4.24548E-20	0.999972	60
408	11.840	0.104716	4.36509E-20	0.999972	60
408	11.835	0.104761	4.48807E-20	0.999972	60
408	11.830	0.104805	4.61451E-20	0.999972	60
408	11.825	0.104849	4.74451E-20	0.999972	60
408	11.820	0.104894	4.87818E-20	0.999972	60
408	11.815	0.104938	5.01561E-20	0.999972	60
408	11.810	0.104982	5.15691E-20	0.999972	60
408	11.805	0.105027	5.30220E-20	0.999972	60
408	11.800	0.105071	5.45158E-20	0.999972	60
408	11.795	0.105116	5.60517E-20	0.999972	60
408	11.790	0.105160	5.76308E-20	0.999972	60
408	11.785	0.105205	5.92544E-20	0.999972	60
408	11.780	0.105250	6.09238E-20	0.999972	60
408	11.775	0.105294	6.26402E-20	0.999972	60
408	11.770	0.105339	6.44049E-20	0.999972	60
408	11.765	0.105384	6.62194E-20	0.999972	60
408	11.760	0.105429	6.80850E-20	0.999972	60
408	11.755	0.105474	7.00032E-20	0.999972	60
408	11.750	0.105518	7.19754E-20	0.999972	60
408	11.745	0.105563	7.40031E-20	0.999972	60
408	11.740	0.105608	7.60880E-20	0.999972	60
408	11.735	0.105653	7.82316E-20	0.999972	60
408	11.730	0.105698	8.04356E-20	0.999972	60
408	11.725	0.105743	8.27018E-20	0.999972	60
408	11.720	0.105789	8.50317E-20	0.999972	60
408	11.715	0.105834	8.74273E-20	0.999972	60
408	11.710	0.105879	8.98904E-20	0.999972	60
408	11.705	0.105924	9.24229E-20	0.999972	60
408	11.700	0.105969	9.50267E-20	0.999972	60
408	11.695	0.106015	9.77039E-20	0.999972	60
408	11.690	0.106060	1.00456E-19	0.999972	60
408	11.685	0.106105	1.03287E-19	0.999972	60
408	11.680	0.106151	1.06197E-19	0.999972	60
408	11.675	0.106196	1.09188E-19	0.999972	60
408	11.670	0.106242	1.12265E-19	0.999972	60
408	11.665	0.106287	1.15427E-19	0.999972	60
408	11.660	0.106333	1.18679E-19	0.999972	60
408	11.655	0.106379	1.22023E-19	0.999972	60
408	11.650	0.106424	1.25461E-19	0.999972	60
408	11.645	0.106470	1.28995E-19	0.999972	60
408	11.640	0.106516	1.32629E-19	0.999972	60
408	11.635	0.106561	1.36366E-19	0.999972	60
408	11.630	0.106607	1.40208E-19	0.999972	60
408	11.625	0.106653	1.44158E-19	0.999972	60
408	11.620	0.106699	1.48219E-19	0.999972	60
408	11.615	0.106745	1.52395E-19	0.999972	60
408	11.610	0.106791	1.56688E-19	0.999972	60
408	11.605	0.106837	1.61103E-19	0.999972	60
408	11.600	0.106883	1.65642E-19	0.999972	60
408	11.595	0.106929	1.70308E-19	0.999972	60
408	11.590	0.106975	1.75106E-19	0.999972	60
408	11.585	0.107021	1.80040E-19	0.999972	60
408	11.580	0.107068	1.85112E-19	0.999972	60
408	11.575	0.107114	1.90327E-19	0.999972	60
408	11.570	0.107160	1.95689E-19	0.999972	60
408	11.565	0.107206	2.01202E-19	0.999972	60
408	11.560	0.107253	2.06871E-19	0.999972	60
408	11.555	0.107299	2.12699E-19	0.999972	60
408	11.550	0.107346	2.18691E-19	0.999972	60
408	11.545	0.107392	2.24852E-19	0.999972	60
408	11.540	0.107439	2.31187E-19	0.999972	60
408	11.535	0.107485	2.37700E-19	0.999972	60
408	11.530	0.107532	2.44397E-19	0.999972	60
408	11.525	0.107578	2.51283E-19	0.999972	60
408	11.520	0.107625	2.58362E-19	0.999972	60
408	11.515	0.107672	2.65641E-19	0.999972	60
408	11.510	0.107719	2.73125E-19	0.999972	60
408	11.505	0.107765	2.80819E-19	0.999972	60
408	11.500	0.107812	2.88731E-19	0.999972	60
408	11.495	0.107859	2.96865E-19	0.999972	60
408	11.490	0.107906	3.05229E-19	0.999972	60
408	11.485	0.107953	3.13828E-19	0.999972	60
408	11.480	0.108000	3.22670E-19	0.999972	60
408	11.475	0.108047	3.31760E-19	0.999972	60
408	11.470	0.108094	3.41107E-19	0.999972	60
408	11.465	0.108141	3.50717E-19	0.999972	60
408	11.460	0.108189	3.60598E-19	0.999972	60
408	11.455	0.108236	3.70757E-19	0.999972	60
408	11.450	0.108283	3.81202E-19	0.999972	60
408	11.445	0.108330	3.91942E-19	0.999972	60
408	11.440	0.108378	4.02984E-19	0.999972	60
408	11.435	0.108425	4.14338E-19	0.999972	60
408	11.430	0.108473	4.26011E-19	0.999972	60
408	11.425	0.108520	4.38013E-19	0.999972	60
408	11.420	0.108568	4.50353E-19	0.999972	60
408	11.415	0.108615	4.63041E-19	0.999972	60
408	11.410	0.108663	4.76086E-19	0.999972	60
408	11.405	0.108710	4.89499E-19	0.999972	60
408	11.400	0.108758	5.03290E-19	0.999972	60
408	11.395	0.108806	5.17469E-19	0.999972	60
408	11.390	0.108854	5.32047E-19	0.999972	60
408	11.385	0.108901	5.47037E-19	0.999972	60
408	11.380	0.108949	5.62449E-19	0.999972	60
408	11.375	0.108997	5.78294E-19	0.999972	60
408	11.370	0.109045	5.94587E-19	0.999972	60
408	11.365	0.109093	6.11338E-19	0.999972	60
408	11.360	0.109141	6.28561E-19	0.999972	60
408	11.355	0.109189	6.46270E-19	0.999972	60
408	11.350	0.109237	6.64477E-19	0.999972	60
408	11.345	0.109285	6.83198E-19	0.999972	60
408	11.340	0.109334	7.02446E-19	0.999972	60
408	11.335	0.109382	7.22236E-19	0.999972	60
408	11.330	0.109430	7.42583E-19	0.999972	60
408	11.325	0.109478	7.63504E-19	0.999972	60
408	11.320	0.109527	7.85015E-19	0.999972	60
408	11.315	0.109575	8.07131E-19	0.999972	60
408	11.310	0.109624	8.29870E-19	0.999972	60
408	11.305	0.109672	8.53250E-19	0.999972	60
408	11.300	0.109721	8.77289E-19	0.999972	60
408	11.295	0.109769	9.02005E-19	0.999972	60
408	11.290	0.109818	9.27417E-19	0.999972	60
408	11.285	0.109866	9.53546E-19	0.999972	60
408	11.280	0.109915	9.80410E-19	0.999972	60
408	11.275	0.109964	1.00803E-18	0.999972	60
408	11.270	0.110013	1.03643E-18	0.999972	60
408	11.265	0.110061	1.06563E-18	0.999972	60
408	11.260	0.110110	1.09565E-18	0.999972	60
408	11.255	0.110159	1.12652E-18	0.999972	60
408	11.250	0.110208	1.15826E-18	0.999972	60
408	11.245	0.110257	1.19089E-18	0.999972	60
408	11.240	0.110306	1.22444E-18	0.999972	60
408	11.235	0.110355	1.25894E-18	0.999972	60
408	11.230	0.110404	1.29441E-18	0.999972	60
408	11.225	0.110454	1.33087E-18	0.999972	60
408	11.220	0.110503	1.36837E-18	0.999972	60
408	11.215	0.110552	1.40692E-18	0.999972	60
408	11.210	0.110601	1.44656E-18	0.999972	60
408	11.205	0.110651	1.48731E-18	0.999972	60
408	11.200	0.110700	1.52921E-18	0.999972	60
408	11.195	0.110750	1.57230E-18	0.999972	60
408	11.190	0.110799	1.61659E-18	0.999972	60
408	11.185	0.110849	1.66214E-18	0.999972	60
408	11.180	0.110898	1.70896E-18	0.999972	60
408	11.175	0.110948	1.75711E-18	0.999972	60
408	11.170	0.110997	1.80662E-18	0.999972	60
408	11.165	0.111047	1.85751E-18	0.999972	60
408	11.160	0.111097	1.90985E-18	0.999972	60
408	11.155	0.111147	1.96365E-18	0.999972	60
408	11.150	0.111197	2.01897E-18	0.999972	60
408	11.145	0.111246	2.07586E-18	0.999972	60
408	11.140	0.111296	2.13434E-18	0.999972	60
408	11.135	0.111346	2.19447E-18	0.999972	60
408	11.130	0.111396	2.25630E-18	0.999972	60
408	11.125	0.111446	2.31986E-18	0.999972	60
408	11.120	0.111497	2.38522E-18	0.999972	60
408	11.115	0.111547	2.45242E-18	0.999972	60
408	11.110	0.111597	2.52151E-18	0.999972	60
408	11.105	0.111647	2.59255E-18	0.999972	60
408	11.100	0.111697	2.66559E-18	0.999972	60
408	11.095	0.111748	2.74069E-18	0.999972	60
408	11.090	0.111798	2.81790E-18	0.999972	60
408	11.085	0.111849	2.89729E-18	0.999972	60
408	11.080	0.111899	2.97892E-18	0.999972	60
408	11.075	0.111950	3.06285E-18	0.999972	60
408	11.070	0.112000	3.14914E-18	0.999972	60
408	11.065	0.112051	3.23786E-18	0.999972	60
408	11.060	0.112101	3.32908E-18	0.999972	60
408	11.055	0.112152	3.42287E-18	0.999972	60
408	11.050	0.112203	3.51930E-18	0.999972	60
408	11.045	0.112254	3.61845E-18	0.999972	60
408	11.040	0.112305	3.72040E-18	0.999972	60
408	11.035	0.112355	3.82521E-18	0.999972	60
408	11.030	0.112406	3.93298E-18	0.999972	60
408	11.025	0.112457	4.04379E-18	0.999972	60
408	11.020	0.112508	4.15771E-18	0.999972	60
408	11.015	0.112559	4.27485E-18	0.999972	60
408	11.010	0.112611	4.39529E-18	0.999972	60
408	11.005	0.112662	4.51912E-18	0.999972	60
408	11.000	0.112713	4.64643E-18	0.999972	60
408	10.995	0.112764	4.77734E-18	0.999972	60
408	10.990	0.112815	4.91193E-18	0.999972	60
408	10.985	0.112867	5.05032E-18	0.999972	60
408	10.980	0.112918	5.19260E-18	0.999972	60
408	10.975	0.112970	5.33889E-18	0.999972	60
408	10.970	0.113021	5.48931E-18	0.999972	60
408	10.965	0.113073	5.64396E-18	0.999972	60
408	10.960	0.113124	5.80297E-18	0.999972	60
408	10.955	0.113176	5.96646E-18	0.999972	60
408	10.950	0.113228	6.13455E-18	0.999972	60
408	10.945	0.113279	6.30738E-18	0.999972	60
408	10.940	0.113331	6.48508E-18	0.999972	60
408	10.935	0.113383	6.66779E-18	0.999972	60
408	10.930	0.113435	6.85564E-18	0.999972	60
408	10.925	0.113487	7.04879E-18	0.999972	60
408	10.920	0.113539	7.24738E-18	0.999972	60
408	10.915	0.113591	7.45156E-18	0.999972	60
408	10.910	0.113643	7.66150E-18	0.999972	60
408	10.905	0.113695	7.87735E-18	0.999972	60
408	10.900	0.113747	8.09928E-18	0.999972	60
408	10.895	0.113799	8.32746E-18	0.999972	60
408	10.890	0.113851	8.56207E-18	0.999972	60
408	10.885	0.113904	8.80330E-18	0.999972	60
408	10.880	0.113956	9.05131E-18	0.999972	60
408	10.875	0.114008	9.30632E-18	0.999972	60
408	10.870	0.114061	9.56851E-18	0.999972	60
408	10.865	0.114113	9.83809E-18	0.999972	60
408	10.860	0.114166	1.01153E-17	0.999972	60
408	10.855	0.114219	1.04002E-17	0.999972	60
408	10.850	0.114271	1.06933E-17	0.999972	60
408	10.845	0.114324	1.09945E-17	0.999972	60
408	10.840	0.114377	1.13043E-17	0.999972	60
408	10.835	0.114429	1.16227E-17	0.999972	60
408	10.830	0.114482	1.19502E-17	0.999972	60
408	10.825	0.114535	1.22869E-17	0.999972	60
408	10.820	0.114588	1.26330E-17	0.999972	60
408	10.815	0.114641	1.29890E-17	0.999972	60
408	10.810	0.114694	1.33549E-17	0.999972	60
408	10.805	0.114747	1.37312E-17	0.999972	60
408	10.800	0.114800	1.41180E-17	0.999972	60
408	10.795	0.114853	1.45158E-17	0.999972	60
408	10.790	0.114907	1.49247E-17	0.999972	60
408	10.785	0.114960	1.53452E-17	0.999972	60
408	10.780	0.115013	1.57775E-17	0.999972	60
408	10.775	0.115067	1.62220E-17	0.999972	60
408	10.770	0.115120	1.66791E-17	0.999972	60
408	10.765	0.115173	1.71490E-17	0.999972	60
408	10.760	0.115227	1.76321E-17	0.999972	60
408	10.755	0.115281	1.81289E-17	0.999972	60
408	10.750	0.115334	1.86396E-17	0.999972	60
408	10.745	0.115388	1.91648E-17	0.999972	60
408	10.740	0.115442	1.97047E-17	0.999972	60
408	10.735	0.115495	2.02598E-17	0.999972	60
408	10.730	0.115549	2.08306E-17	0.999972	60
408	10.725	0.115603	2.14175E-17	0.999972	60
408	10.720	0.115657	2.20209E-17	0.999972	60
408	10.715	0.115711	2.26413E-17	0.999972	60
408	10.710	0.115765	2.32792E-17	0.999972	60
408	10.705	0.115819	2.39351E-17	0.999972	60
408	10.700	0.115873	2.46094E-17	0.999972	60
408	10.695	0.115927	2.53027E-17	0.999972	60
408	10.690	0.115981	2.60156E-17	0.999972	60
408	10.685	0.116036	2.67485E-17	0.999972	60
408	10.680	0.116090	2.75021E-17	0.999972	60
408	10.675	0.116144	2.82770E-17	0.999972	60
408	10.670	0.116199	2.90736E-17	0.999972	60
408	10.665	0.116253	2.98927E-17	0.999972	60
408	10.660	0.116308	3.07349E-17	0.999972	60
408	10.655	0.116362	3.16008E-17	0.999972	60
408	10.650	0.116417	3.24911E-17	0.999972	60
408	10.645	0.116472	3.34065E-17	0.999972	60
408	10.640	0.116526	3.43477E-17	0.999972	60
408	10.635	0.116581	3.53154E-17	0.999972	60
408	10.630	0.116636	3.63103E-17	0.999972	60
408	10.625	0.116691	3.73333E-17	0.999972	60
408	10.620	0.116746	3.83851E-17	0.999972	60
408	10.615	0.116801	3.94666E-17	0.999972	60
408	10.610	0.116856	4.05785E-17	0.999972	60
