2363 lines: X123 SURF flux @ 285 MeV
6 columns: BeamEnergy (MeV)	PhotonEnergy (keV)	Wavelength (nm)	Flux (ph/sec-0.15 keV-mA)	Ratio	Mesh
285	12.050	0.102891	1.13888E-76	0.999986	60
285	12.045	0.102934	1.23560E-76	0.999986	60
285	12.040	0.102977	1.34052E-76	0.999986	60
285	12.035	0.103020	1.45436E-76	0.999986	60
285	12.030	0.103063	1.57787E-76	0.999986	60
285	12.025	0.103105	1.71186E-76	0.999986	60
285	12.020	0.103148	1.85723E-76	0.999986	60
285	12.015	0.103191	2.01495E-76	0.999986	60
285	12.010	0.103234	2.18606E-76	0.999986	60
285	12.005	0.103277	2.37170E-76	0.999986	60
285	12.000	0.103320	2.57310E-76	0.999986	60
285	11.995	0.103363	2.79161E-76	0.999986	60
285	11.990	0.103406	3.02867E-76	0.999986	60
285	11.985	0.103449	3.28587E-76	0.999986	60
285	11.980	0.103493	3.56491E-76	0.999986	60
285	11.975	0.103536	3.86764E-76	0.999986	60
285	11.970	0.103579	4.19608E-76	0.999986	60
285	11.965	0.103622	4.55241E-76	0.999986	60
285	11.960	0.103666	4.93900E-76	0.999986	60
285	11.955	0.103709	5.35842E-76	0.999986	60
285	11.950	0.103752	5.81346E-76	0.999986	60
285	11.945	0.103796	6.30714E-76	0.999986	60
285	11.940	0.103839	6.84275E-76	0.999986	60
285	11.935	0.103883	7.42383E-76	0.999986	60
285	11.930	0.103926	8.05427E-76	0.999986	60
285	11.925	0.103970	8.73824E-76	0.999986	60
285	11.920	0.104014	9.48029E-76	0.999986	60
285	11.915	0.104057	1.02854E-75	0.999986	60
285	11.910	0.104101	1.11588E-75	0.999986	60
285	11.905	0.104145	1.21064E-75	0.999986	60
285	11.900	0.104188	1.31345E-75	0.999986	60
285	11.895	0.104232	1.42499E-75	0.999986	60
285	11.890	0.104276	1.54600E-75	0.999986	60
285	11.885	0.104320	1.67728E-75	0.999986	60
285	11.880	0.104364	1.81972E-75	0.999986	60
285	11.875	0.104408	1.97425E-75	0.999986	60
285	11.870	0.104452	2.14190E-75	0.999986	60
285	11.865	0.104496	2.32379E-75	0.999986	60
285	11.860	0.104540	2.52113E-75	0.999986	60
285	11.855	0.104584	2.73522E-75	0.999986	60
285	11.850	0.104628	2.96750E-75	0.999986	60
285	11.845	0.104672	3.21950E-75	0.999986	60
285	11.840	0.104716	3.49290E-75	0.999986	60
285	11.835	0.104761	3.78952E-75	0.999986	60
285	11.830	0.104805	4.11133E-75	0.999986	60
285	11.825	0.104849	4.46046E-75	0.999986	60
285	11.820	0.104894	4.83924E-75	0.999986	60
285	11.815	0.104938	5.25019E-75	0.999986	60
285	11.810	0.104982	5.69604E-75	0.999986	60
285	11.805	0.105027	6.17975E-75	0.999986	60
285	11.800	0.105071	6.70454E-75	0.999986	60
285	11.795	0.105116	7.27389E-75	0.999986	60
285	11.790	0.105160	7.89159E-75	0.999986	60
285	11.785	0.105205	8.56174E-75	0.999986	60
285	11.780	0.105250	9.28881E-75	0.999986	60
285	11.775	0.105294	1.00776E-74	0.999986	60
285	11.770	0.105339	1.09334E-74	0.999986	60
285	11.765	0.105384	1.18619E-74	0.999986	60
285	11.760	0.105429	1.28692E-74	0.999986	60
285	11.755	0.105474	1.39620E-74	0.999986	60
285	11.750	0.105518	1.51477E-74	0.999986	60
285	11.745	0.105563	1.64340E-74	0.999986	60
285	11.740	0.105608	1.78296E-74	0.999986	60
285	11.735	0.105653	1.93437E-74	0.999986	60
285	11.730	0.105698	2.09864E-74	0.999986	60
285	11.725	0.105743	2.27686E-74	0.999986	60
285	11.720	0.105789	2.47021E-74	0.999986	60
285	11.715	0.105834	2.67998E-74	0.999986	60
285	11.710	0.105879	2.90756E-74	0.999986	60
285	11.705	0.105924	3.15447E-74	0.999986	60
285	11.700	0.105969	3.42235E-74	0.999986	60
285	11.695	0.106015	3.71298E-74	0.999986	60
285	11.690	0.106060	4.02829E-74	0.999986	60
285	11.685	0.106105	4.37037E-74	0.999986	60
285	11.680	0.106151	4.74150E-74	0.999986	60
285	11.675	0.106196	5.14415E-74	0.999986	60
285	11.670	0.106242	5.58099E-74	0.999986	60
285	11.665	0.106287	6.05493E-74	0.999986	60
285	11.660	0.106333	6.56912E-74	0.999986	60
285	11.655	0.106379	7.12697E-74	0.999986	60
285	11.650	0.106424	7.73219E-74	0.999986	60
285	11.645	0.106470	8.38881E-74	0.999986	60
285	11.640	0.106516	9.10119E-74	0.999986	60
285	11.635	0.106561	9.87407E-74	0.999986	60
285	11.630	0.106607	1.07126E-73	0.999986	60
285	11.625	0.106653	1.16223E-73	0.999986	60
285	11.620	0.106699	1.26093E-73	0.999986	60
285	11.615	0.106745	1.36800E-73	0.999986	60
285	11.610	0.106791	1.48418E-73	0.999986	60
285	11.605	0.106837	1.61021E-73	0.999986	60
285	11.600	0.106883	1.74695E-73	0.999986	60
285	11.595	0.106929	1.89530E-73	0.999986	60
285	11.590	0.106975	2.05625E-73	0.999986	60
285	11.585	0.107021	2.23087E-73	0.999986	60
285	11.580	0.107068	2.42032E-73	0.999986	60
285	11.575	0.107114	2.62585E-73	0.999986	60
285	11.570	0.107160	2.84884E-73	0.999986	60
285	11.565	0.107206	3.09076E-73	0.999986	60
285	11.560	0.107253	3.35323E-73	0.999986	60
285	11.555	0.107299	3.63799E-73	0.999986	60
285	11.550	0.107346	3.94693E-73	0.999986	60
285	11.545	0.107392	4.28210E-73	0.999986	60
285	11.540	0.107439	4.64574E-73	0.999986	60
285	11.535	0.107485	5.04025E-73	0.999986	60
285	11.530	0.107532	5.46827E-73	0.999986	60
285	11.525	0.107578	5.93264E-73	0.999986	60
285	11.520	0.107625	6.43644E-73	0.999986	60
285	11.515	0.107672	6.98303E-73	0.999986	60
285	11.510	0.107719	7.57603E-73	0.999986	60
285	11.505	0.107765	8.21938E-73	0.999986	60
285	11.500	0.107812	8.91738E-73	0.999986	60
285	11.495	0.107859	9.67464E-73	0.999986	60
285	11.490	0.107906	1.04962E-72	0.999986	60
285	11.485	0.107953	1.13876E-72	0.999986	60
285	11.480	0.108000	1.23546E-72	0.999986	60
285	11.475	0.108047	1.34037E-72	0.999986	60
285	11.470	0.108094	1.45420E-72	0.999986	60
285	11.465	0.108141	1.57769E-72	0.999986	60
285	11.460	0.108189	1.71167E-72	0.999986	60
285	11.455	0.108236	1.85702E-72	0.999986	60
285	11.450	0.108283	2.01472E-72	0.999986	60
285	11.445	0.108330	2.18581E-72	0.999986	60
285	11.440	0.108378	2.37143E-72	0.999986	60
285	11.435	0.108425	2.57282E-72	0.999986	60
285	11.430	0.108473	2.79130E-72	0.999986	60
285	11.425	0.108520	3.02834E-72	0.999986	60
285	11.420	0.108568	3.28551E-72	0.999986	60
285	11.415	0.108615	3.56451E-72	0.999986	60
285	11.410	0.108663	3.86721E-72	0.999986	60
285	11.405	0.108710	4.19562E-72	0.999986	60
285	11.400	0.108758	4.55191E-72	0.999986	60
285	11.395	0.108806	4.93846E-72	0.999986	60
285	11.390	0.108854	5.35783E-72	0.999986	60
285	11.385	0.108901	5.81282E-72	0.999986	60
285	11.380	0.108949	6.30645E-72	0.999986	60
285	11.375	0.108997	6.84199E-72	0.999986	60
285	11.370	0.109045	7.42302E-72	0.999986	60
285	11.365	0.109093	8.05338E-72	0.999986	60
285	11.360	0.109141	8.73728E-72	0.999986	60
285	11.355	0.109189	9.47925E-72	0.999986	60
285	11.350	0.109237	1.02842E-71	0.999986	60
285	11.345	0.109285	1.11576E-71	0.999986	60
285	11.340	0.109334	1.21051E-71	0.999986	60
285	11.335	0.109382	1.31330E-71	0.999986	60
285	11.330	0.109430	1.42483E-71	0.999986	60
285	11.325	0.109478	1.54583E-71	0.999986	60
285	11.320	0.109527	1.67710E-71	0.999986	60
285	11.315	0.109575	1.81952E-71	0.999986	60
285	11.310	0.109624	1.97403E-71	0.999986	60
285	11.305	0.109672	2.14167E-71	0.999986	60
285	11.300	0.109721	2.32354E-71	0.999986	60
285	11.295	0.109769	2.52086E-71	0.999986	60
285	11.290	0.109818	2.73493E-71	0.999986	60
285	11.285	0.109866	2.96718E-71	0.999986	60
285	11.280	0.109915	3.21915E-71	0.999986	60
285	11.275	0.109964	3.49252E-71	0.999986	60
285	11.270	0.110013	3.78911E-71	0.999986	60
285	11.265	0.110061	4.11088E-71	0.999986	60
285	11.260	0.110110	4.45998E-71	0.999986	60
285	11.255	0.110159	4.83872E-71	0.999986	60
285	11.250	0.110208	5.24963E-71	0.999986	60
285	11.245	0.110257	5.69543E-71	0.999986	60
285	11.240	0.110306	6.17908E-71	0.999986	60
285	11.235	0.110355	6.70381E-71	0.999986	60
285	11.230	0.110404	7.27310E-71	0.999986	60
285	11.225	0.110454	7.89074E-71	0.999986	60
285	11.220	0.110503	8.56082E-71	0.999986	60
285	11.215	0.110552	9.28781E-71	0.999986	60
285	11.210	0.110601	1.00765E-70	0.999986	60
285	11.205	0.110651	1.09322E-70	0.999986	60
285	11.200	0.110700	1.18606E-70	0.999986	60
285	11.195	0.110750	1.28678E-70	0.999986	60
285	11.190	0.110799	1.39605E-70	0.999986	60
285	11.185	0.110849	1.51461E-70	0.999986	60
285	11.180	0.110898	1.64323E-70	0.999986	60
285	11.175	0.110948	1.78277E-70	0.999986	60
285	11.170	0.110997	1.93417E-70	0.999986	60
285	11.165	0.111047	2.09842E-70	0.999986	60
285	11.160	0.111097	2.27661E-70	0.999986	60
285	11.155	0.111147	2.46995E-70	0.999986	60
285	11.150	0.111197	2.67969E-70	0.999986	60
285	11.145	0.111246	2.90725E-70	0.999986	60
285	11.140	0.111296	3.15414E-70	0.999986	60
285	11.135	0.111346	3.42199E-70	0.999986	60
285	11.130	0.111396	3.71259E-70	0.999986	60
285	11.125	0.111446	4.02786E-70	0.999986	60
285	11.120	0.111497	4.36991E-70	0.999986	60
285	11.115	0.111547	4.74100E-70	0.999986	60
285	11.110	0.111597	5.14361E-70	0.999986	60
285	11.105	0.111647	5.58040E-70	0.999986	60
285	11.100	0.111697	6.05429E-70	0.999986	60
285	11.095	0.111748	6.56843E-70	0.999986	60
285	11.090	0.111798	7.12622E-70	0.999986	60
285	11.085	0.111849	7.73138E-70	0.999986	60
285	11.080	0.111899	8.38793E-70	0.999986	60
285	11.075	0.111950	9.10024E-70	0.999986	60
285	11.070	0.112000	9.87303E-70	0.999986	60
285	11.065	0.112051	1.07115E-69	0.999986	60
285	11.060	0.112101	1.16211E-69	0.999986	60
285	11.055	0.112152	1.26079E-69	0.999986	60
285	11.050	0.112203	1.36786E-69	0.999986	60
285	11.045	0.112254	1.48402E-69	0.999986	60
285	11.040	0.112305	1.61004E-69	0.999986	60
285	11.035	0.112355	1.74677E-69	0.999986	60
285	11.030	0.112406	1.89511E-69	0.999986	60
285	11.025	0.112457	2.05604E-69	0.999986	60
285	11.020	0.112508	2.23064E-69	0.999986	60
285	11.015	0.112559	2.42006E-69	0.999986	60
285	11.010	0.112611	2.62558E-69	0.999986	60
285	11.005	0.112662	2.84854E-69	0.999986	60
285	11.000	0.112713	3.09044E-69	0.999986	60
285	10.995	0.112764	3.35288E-69	0.999986	60
285	10.990	0.112815	3.63761E-69	0.999986	60
285	10.985	0.112867	3.94652E-69	0.999986	60
285	10.980	0.112918	4.28166E-69	0.999986	60
285	10.975	0.112970	4.64526E-69	0.999986	60
285	10.970	0.113021	5.03973E-69	0.999986	60
285	10.965	0.113073	5.46771E-69	0.999986	60
285	10.960	0.113124	5.93203E-69	0.999986	60
285	10.955	0.113176	6.43578E-69	0.999986	60
285	10.950	0.113228	6.98231E-69	0.999986	60
285	10.945	0.113279	7.57525E-69	0.999986	60
285	10.940	0.113331	8.21854E-69	0.999986	60
285	10.935	0.113383	8.91646E-69	0.999986	60
285	10.930	0.113435	9.67365E-69	0.999986	60
285	10.925	0.113487	1.04951E-68	0.999986	60
285	10.920	0.113539	1.13864E-68	0.999986	60
285	10.915	0.113591	1.23533E-68	0.999986	60
285	10.910	0.113643	1.34024E-68	0.999986	60
285	10.905	0.113695	1.45405E-68	0.999986	60
285	10.900	0.113747	1.57753E-68	0.999986	60
285	10.895	0.113799	1.71149E-68	0.999986	60
285	10.890	0.113851	1.85684E-68	0.999986	60
285	10.885	0.113904	2.01452E-68	0.999986	60
285	10.880	0.113956	2.18559E-68	0.999986	60
285	10.875	0.114008	2.37119E-68	0.999986	60
285	10.870	0.114061	2.57256E-68	0.999986	60
285	10.865	0.114113	2.79102E-68	0.999986	60
285	10.860	0.114166	3.02803E-68	0.999986	60
285	10.855	0.114219	3.28517E-68	0.999986	60
285	10.850	0.114271	3.56415E-68	0.999986	60
285	10.845	0.114324	3.86682E-68	0.999986	60
285	10.840	0.114377	4.19519E-68	0.999986	60
285	10.835	0.114429	4.55145E-68	0.999986	60
285	10.830	0.114482	4.93796E-68	0.999986	60
285	10.825	0.114535	5.35730E-68	0.999986	60
285	10.820	0.114588	5.81224E-68	0.999986	60
285	10.815	0.114641	6.30582E-68	0.999986	60
285	10.810	0.114694	6.84131E-68	0.999986	60
285	10.805	0.114747	7.42228E-68	0.999986	60
285	10.800	0.114800	8.05258E-68	0.999986	60
285	10.795	0.114853	8.73641E-68	0.999986	60
285	10.790	0.114907	9.47831E-68	0.999986	60
285	10.785	0.114960	1.02832E-67	0.999986	60
285	10.780	0.115013	1.11565E-67	0.999986	60
285	10.775	0.115067	1.21039E-67	0.999986	60
285	10.770	0.115120	1.31317E-67	0.999986	60
285	10.765	0.115173	1.42469E-67	0.999986	60
285	10.760	0.115227	1.54567E-67	0.999986	60
285	10.755	0.115281	1.67693E-67	0.999986	60
285	10.750	0.115334	1.81934E-67	0.999986	60
285	10.745	0.115388	1.97384E-67	0.999986	60
285	10.740	0.115442	2.14146E-67	0.999986	60
285	10.735	0.115495	2.32331E-67	0.999986	60
285	10.730	0.115549	2.52061E-67	0.999986	60
285	10.725	0.115603	2.73466E-67	0.999986	60
285	10.720	0.115657	2.96689E-67	0.999986	60
285	10.715	0.115711	3.21884E-67	0.999986	60
285	10.710	0.115765	3.49218E-67	0.999986	60
285	10.705	0.115819	3.78874E-67	0.999986	60
