2363 lines: X123 SURF flux @ 416 MeV
6 columns: BeamEnergy (MeV)	PhotonEnergy (keV)	Wavelength (nm)	Flux (ph/sec-0.15 keV-mA)	Ratio	Mesh
416	12.050	0.102891	5.89339E-19	0.999971	60
416	12.045	0.102934	6.04991E-19	0.999971	60
416	12.040	0.102977	6.21058E-19	0.999971	60
416	12.035	0.103020	6.37552E-19	0.999971	60
416	12.030	0.103063	6.54484E-19	0.999971	60
416	12.025	0.103105	6.71866E-19	0.999971	60
416	12.020	0.103148	6.89709E-19	0.999971	60
416	12.015	0.103191	7.08026E-19	0.999971	60
416	12.010	0.103234	7.26830E-19	0.999971	60
416	12.005	0.103277	7.46133E-19	0.999971	60
416	12.000	0.103320	7.65949E-19	0.999971	60
416	11.995	0.103363	7.86290E-19	0.999971	60
416	11.990	0.103406	8.07173E-19	0.999971	60
416	11.985	0.103449	8.28609E-19	0.999971	60
416	11.980	0.103493	8.50616E-19	0.999971	60
416	11.975	0.103536	8.73206E-19	0.999971	60
416	11.970	0.103579	8.96397E-19	0.999971	60
416	11.965	0.103622	9.20203E-19	0.999971	60
416	11.960	0.103666	9.44642E-19	0.999971	60
416	11.955	0.103709	9.69729E-19	0.999971	60
416	11.950	0.103752	9.95483E-19	0.999971	60
416	11.945	0.103796	1.02192E-18	0.999971	60
416	11.940	0.103839	1.04906E-18	0.999971	60
416	11.935	0.103883	1.07692E-18	0.999971	60
416	11.930	0.103926	1.10552E-18	0.999971	60
416	11.925	0.103970	1.13488E-18	0.999971	60
416	11.920	0.104014	1.16502E-18	0.999971	60
416	11.915	0.104057	1.19596E-18	0.999971	60
416	11.910	0.104101	1.22773E-18	0.999971	60
416	11.905	0.104145	1.26033E-18	0.999971	60
416	11.900	0.104188	1.29380E-18	0.999971	60
416	11.895	0.104232	1.32816E-18	0.999971	60
416	11.890	0.104276	1.36344E-18	0.999971	60
416	11.885	0.104320	1.39965E-18	0.999971	60
416	11.880	0.104364	1.43682E-18	0.999971	60
416	11.875	0.104408	1.47498E-18	0.999971	60
416	11.870	0.104452	1.51415E-18	0.999971	60
416	11.865	0.104496	1.55436E-18	0.999971	60
416	11.860	0.104540	1.59564E-18	0.999971	60
416	11.855	0.104584	1.63802E-18	0.999971	60
416	11.850	0.104628	1.68152E-18	0.999971	60
416	11.845	0.104672	1.72618E-18	0.999971	60
416	11.840	0.104716	1.77202E-18	0.999971	60
416	11.835	0.104761	1.81909E-18	0.999971	60
416	11.830	0.104805	1.86740E-18	0.999971	60
416	11.825	0.104849	1.91699E-18	0.999971	60
416	11.820	0.104894	1.96790E-18	0.999971	60
416	11.815	0.104938	2.02017E-18	0.999971	60
416	11.810	0.104982	2.07382E-18	0.999971	60
416	11.805	0.105027	2.12889E-18	0.999971	60
416	11.800	0.105071	2.18543E-18	0.999971	60
416	11.795	0.105116	2.24347E-18	0.999971	60
416	11.790	0.105160	2.30306E-18	0.999971	60
416	11.785	0.105205	2.36422E-18	0.999971	60
416	11.780	0.105250	2.42701E-18	0.999971	60
416	11.775	0.105294	2.49147E-18	0.999971	60
