2363 lines: X123 SURF flux @ 380 MeV
6 columns: BeamEnergy (MeV)	PhotonEnergy (keV)	Wavelength (nm)	Flux (ph/sec-0.15 keV-mA)	Ratio	Mesh
380	12.050	0.102891	1.78222E-27	0.999976	60
380	12.045	0.102934	1.84458E-27	0.999976	60
380	12.040	0.102977	1.90911E-27	0.999976	60
380	12.035	0.103020	1.97590E-27	0.999976	60
380	12.030	0.103063	2.04503E-27	0.999976	60
380	12.025	0.103105	2.11657E-27	0.999976	60
380	12.020	0.103148	2.19062E-27	0.999976	60
380	12.015	0.103191	2.26726E-27	0.999976	60
380	12.010	0.103234	2.34658E-27	0.999976	60
380	12.005	0.103277	2.42868E-27	0.999976	60
380	12.000	0.103320	2.51365E-27	0.999976	60
380	11.995	0.103363	2.60159E-27	0.999976	60
380	11.990	0.103406	2.69261E-27	0.999976	60
380	11.985	0.103449	2.78681E-27	0.999976	60
380	11.980	0.103493	2.88431E-27	0.999976	60
380	11.975	0.103536	2.98522E-27	0.999976	60
380	11.970	0.103579	3.08966E-27	0.999976	60
380	11.965	0.103622	3.19775E-27	0.999976	60
380	11.960	0.103666	3.30962E-27	0.999976	60
380	11.955	0.103709	3.42541E-27	0.999976	60
380	11.950	0.103752	3.54525E-27	0.999976	60
380	11.945	0.103796	3.66929E-27	0.999976	60
380	11.940	0.103839	3.79766E-27	0.999976	60
380	11.935	0.103883	3.93052E-27	0.999976	60
380	11.930	0.103926	4.06803E-27	0.999976	60
380	11.925	0.103970	4.21035E-27	0.999976	60
380	11.920	0.104014	4.35765E-27	0.999976	60
380	11.915	0.104057	4.51011E-27	0.999976	60
380	11.910	0.104101	4.66790E-27	0.999976	60
380	11.905	0.104145	4.83121E-27	0.999976	60
380	11.900	0.104188	5.00023E-27	0.999976	60
380	11.895	0.104232	5.17516E-27	0.999976	60
380	11.890	0.104276	5.35622E-27	0.999976	60
380	11.885	0.104320	5.54361E-27	0.999976	60
380	11.880	0.104364	5.73756E-27	0.999976	60
380	11.875	0.104408	5.93829E-27	0.999976	60
380	11.870	0.104452	6.14604E-27	0.999976	60
380	11.865	0.104496	6.36106E-27	0.999976	60
380	11.860	0.104540	6.58361E-27	0.999976	60
380	11.855	0.104584	6.81394E-27	0.999976	60
380	11.850	0.104628	7.05233E-27	0.999976	60
380	11.845	0.104672	7.29906E-27	0.999976	60
380	11.840	0.104716	7.55442E-27	0.999976	60
380	11.835	0.104761	7.81872E-27	0.999976	60
380	11.830	0.104805	8.09226E-27	0.999976	60
380	11.825	0.104849	8.37537E-27	0.999976	60
380	11.820	0.104894	8.66839E-27	0.999976	60
380	11.815	0.104938	8.97165E-27	0.999976	60
380	11.810	0.104982	9.28553E-27	0.999976	60
380	11.805	0.105027	9.61039E-27	0.999976	60
380	11.800	0.105071	9.94662E-27	0.999976	60
380	11.795	0.105116	1.02946E-26	0.999976	60
380	11.790	0.105160	1.06548E-26	0.999976	60
380	11.785	0.105205	1.10275E-26	0.999976	60
380	11.780	0.105250	1.14133E-26	0.999976	60
380	11.775	0.105294	1.18126E-26	0.999976	60
380	11.770	0.105339	1.22259E-26	0.999976	60
380	11.765	0.105384	1.26536E-26	0.999976	60
380	11.760	0.105429	1.30963E-26	0.999976	60
380	11.755	0.105474	1.35545E-26	0.999976	60
380	11.750	0.105518	1.40287E-26	0.999976	60
380	11.745	0.105563	1.45195E-26	0.999976	60
380	11.740	0.105608	1.50275E-26	0.999976	60
380	11.735	0.105653	1.55532E-26	0.999976	60
380	11.730	0.105698	1.60974E-26	0.999976	60
380	11.725	0.105743	1.66606E-26	0.999976	60
380	11.720	0.105789	1.72434E-26	0.999976	60
380	11.715	0.105834	1.78467E-26	0.999976	60
380	11.710	0.105879	1.84711E-26	0.999976	60
380	11.705	0.105924	1.91173E-26	0.999976	60
380	11.700	0.105969	1.97861E-26	0.999976	60
380	11.695	0.106015	2.04784E-26	0.999976	60
380	11.690	0.106060	2.11948E-26	0.999976	60
380	11.685	0.106105	2.19363E-26	0.999976	60
380	11.680	0.106151	2.27038E-26	0.999976	60
380	11.675	0.106196	2.34981E-26	0.999976	60
380	11.670	0.106242	2.43202E-26	0.999976	60
380	11.665	0.106287	2.51710E-26	0.999976	60
